name,wins,losses,draws,height_cm,weight_kg,SigStrike/Min,SigStrikeAcc%,SigStrikeAbs/Min,SigStrikeDef%,AvgTd/15Min,TdAcc%,TdDef5,AvgSub/15Min
Salim Touahri,10,4,0,177.8,77.11,2.6,46,2.87,58,0,0,83,0
Sammy Morgan,18,12,0,177.8,77.11,1.05,22,3.74,40,1.43,20,0,0.5
Scott Bills,7,9,1,177.8,77.11,0,0,0,0,0,0,0,0
Scott Morris,2,1,0,177.8,95.25,0,0,0,0,0,0,0,0
Scott Norton,7,1,0,177.8,77.11,0.67,30,0.34,60,2.52,25,0,0
Sean Brady,16,1,0,177.8,77.11,3.77,53,3.55,61,3.29,57,87,1.2
Sean Holden,5,2,0,177.8,77.11,2.4,59,0.6,59,5,83,0,2
Sean Salmon,18,21,0,177.8,83.91,1.49,33,2.03,65,4.06,50,0,0
Sean Spencer,12,6,0,177.8,77.11,4.24,32,4.02,60,0.14,33,68,0
Seth Dikun,9,8,0,177.8,61.23,1.45,26,2.18,55,0,0,45,0.9
Shane Roller,11,7,0,177.8,70.31,2.04,34,2.65,60,2.46,33,42,1.9
Shannon Gugerty,15,7,0,177.8,70.31,1.25,39,1.88,58,2.13,27,50,3.4
Shonie Carter,51,31,7,177.8,77.11,1.62,36,2.32,47,0.75,66,75,0
Sterling Ford,15,7,0,177.8,70.31,0,0,0,0,0,0,0,0
Steve Bruno,15,6,0,177.8,77.11,0.96,52,3.38,36,1.94,25,46,0.4
Steve Jennum,2,3,0,177.8,97.52,0,0,0,0,0,0,0,0
Steve Vigneault,12,6,0,177.8,83.91,2.19,28,5.75,44,0,0,100,0
Steven Peterson,19,11,0,177.8,65.77,4.76,40,5.94,53,1.42,26,64,0.7
Stevie Lynch,5,2,0,177.8,77.11,2.47,25,7.06,41,0,0,0,0
Stevie Ray,23,9,0,177.8,70.31,3.73,44,2.93,54,0.75,46,55,0.6
Takashi Sato,16,7,0,177.8,77.11,2.21,41,3.73,44,0.76,37,60,0
Takenori Sato,19,11,7,177.8,77.11,0.46,33,12.92,9,0,0,0,0
Talita Nogueira,6,0,0,177.8,65.77,0,0,0,0,0,0,0,0
Tarec Saffiedine,16,7,0,177.8,77.11,4.05,47,3.06,62,0.52,36,84,0.1
Taylor Callens,6,0,0,177.8,70.31,0,0,0,0,0,0,0,0
Taylor Moore,10,5,0,177.8,61.23,0.2,75,2.07,42,0,0,25,0
Terrance McKinney,15,6,0,177.8,70.31,4.46,52,2.51,44,3.52,36,85,1
Terrence Mitchell,14,4,0,177.8,61.23,2.21,34,8.85,41,3.69,50,0,0
Tetsuya Seki,14,8,1,177.8,70.31,0,0,0,0,0,0,0,0
Thiago Perpetuo,9,4,1,177.8,77.11,5.39,69,3.51,51,2.82,50,66,0
Thibault Gouti,12,5,0,177.8,70.31,3.68,34,5.64,50,1.23,80,83,0.3
Thomas Denny,27,21,1,177.8,77.11,2.36,45,4.69,40,1.48,17,42,1.5
Tiki Ghosn,10,7,1,177.8,77.11,2.78,46,2.94,58,0.41,50,61,0
TJ Grant,21,5,0,177.8,70.31,3.95,54,3.21,56,1.63,43,36,0.6
Todd Medina,11,9,0,177.8,87.54,0,0,0,0,0,0,0,0
Tom Gallicchio,19,10,0,177.8,77.11,3.53,26,7.07,43,1,11,0,0
Tommy Speer,21,7,0,177.8,77.11,2.56,51,5.12,35,2.02,33,33,0
Tristan Connelly,14,8,0,177.8,65.77,3.31,51,2.96,50,0.33,14,60,0.3
Tsuyoshi Kurihara,10,8,2,177.8,83.91,0,0,12,50,0,0,0,0
Vagner Rocha,14,4,0,177.8,70.31,2.64,42,4.5,48,1.4,33,50,1.9
Victor Valenzuela,13,6,2,177.8,70.31,1.28,100,2.55,0,0,0,0,0
Vinc Pichel,14,3,0,177.8,70.31,3.56,47,2.5,58,3,54,23,0.2
Wendell Oliveira Marques,29,10,0,177.8,77.11,3.77,47,4.4,47,0,0,100,0
Wes Albritton,0,1,0,177.8,85.28,0,0,0,0,0,0,0,0
Will Brooks,18,4,0,177.8,70.31,4.26,59,2.54,56,2.08,51,82,0.3
Will Kerr,9,3,0,177.8,70.31,1.91,42,6.22,33,0,0,0,14.3
William Knight,11,5,0,177.8,92.99,2.62,56,3.3,35,1.78,40,48,0.4
Willian Colorado,11,1,0,177.8,61.23,0,0,0,0,0,0,0,0
Willie Parks,5,2,0,177.8,83.91,0,0,0,0,0,0,0,0
Xie Bin,8,4,0,177.8,65.77,2.24,39,3.08,59,4.81,45,0,0
Yancy Medeiros,15,8,0,177.8,70.31,4.36,37,5.67,47,0.33,50,73,0.7
Yoshihiro Akiyama,14,6,0,177.8,77.11,3.1,41,3.62,57,2.29,67,92,1
Youssef Zalal,10,5,1,177.8,61.23,2.75,48,1.75,64,2.14,31,60,1.1
Yuji Hisamatsu,16,22,6,177.8,83.91,0,0,0,0,0,0,0,0
Yuta Sasaki,21,6,2,177.8,56.7,2.16,41,2.5,50,3.03,43,41,1.2
Zak Bucia,17,8,0,177.8,77.11,0,0,0,0,0,0,0,0
Abner Lloveras,20,9,1,180.34,70.31,6.27,49,6.87,43,2,20,0,0
Abongo Humphrey,7,3,0,180.34,92.99,1.45,40,3.83,46,1.41,37,33,3.8
Abubakar Nurmagomedov,17,4,1,180.34,77.11,2.78,53,2.61,65,1.25,22,88,0
Adam Piccolotti,9,0,0,180.34,70.31,4.61,50,2.83,71,2.96,60,100,3
AJ Matthews,8,7,0,180.34,83.91,5.11,52,4.96,51,0,0,100,0
Alan Patrick,15,4,0,180.34,70.31,1.82,40,2.95,43,3.01,33,43,0.3
Albert Cheng,7,4,0,180.34,77.11,1,41,2.6,71,0,0,0,0
Albert Duraev,16,5,0,180.34,83.91,2.99,40,3.01,59,1.97,29,66,0.6
Albert Tumenov,18,4,0,180.34,77.11,3.76,42,3.34,58,0.2,20,75,0
Alex Andrade,10,5,0,180.34,90.72,0.2,36,2.6,53,0,0,25,0.8
Alex Morono,23,9,0,180.34,77.11,5.02,41,4.17,58,0.34,22,50,0.3
Alex Oliveira,22,12,1,180.34,77.11,2.99,51,2.55,46,2.35,38,63,0.6
Alex Reyes,13,4,0,180.34,70.31,4.04,39,10.91,40,0,0,0,0
Alex Ricci,10,5,0,180.34,70.31,2.48,41,2.53,64,0,0,64,0
Alexander Sarnavskiy,35,6,0,180.34,70.31,1.43,66,2.06,42,0,0,75,0
Alexander Shlemenko,56,9,0,180.34,83.91,4.36,60,1.71,63,0,0,0,0
Andre Fili,22,10,0,180.34,65.77,3.83,37,4.13,51,2.22,47,69,0.3
Andre Walker,1,5,0,180.34,92.99,2.28,31,4.36,34,0,0,0,0
Andre Winner,21,11,2,180.34,70.31,2.52,33,4.57,51,0,0,74,0
Andreas Stahl,10,4,0,180.34,77.11,2.83,37,4.74,57,1.55,66,80,0
Andrew Holbrook,12,3,0,180.34,70.31,2.2,49,3,54,0.85,18,10,2.1
Angelo Trevino,7,3,0,180.34,77.11,5.19,54,3.9,47,0,0,100,0
Anthony Romero,8,0,0,180.34,70.31,5.87,52,4,65,2,22,100,0
Anton Zafir,7,3,0,180.34,77.11,2.99,64,2.31,52,6.11,60,0,0
Antonio Jones,6,1,0,180.34,83.91,7.5,55,30,42,0,0,0,0
Ariel Gandulla,7,9,0,180.34,92.99,1.95,23,2.07,72,1.88,66,0,0
Austin Vanderford,4,0,0,180.34,77.11,3.9,52,5.19,45,0,0,100,1.9
Bahatebole Batebolati,8,1,1,180.34,70.31,4.34,47,4.62,64,2.04,100,100,0
Bassil Hafez,8,4,1,180.34,77.11,2.13,25,5.53,39,3,15,50,0
Belal Muhammad,23,3,0,180.34,77.11,4.55,43,3.64,57,1.98,35,93,0.2
Ben Alloway,18,8,0,180.34,77.11,1.28,49,1.9,59,0.62,50,26,0
Ben Askren,19,2,0,180.34,77.11,3.64,49,5.66,36,4.33,55,0,0.9
Ben Holscher,4,0,0,180.34,70.31,0,0,0,0,0,0,0,0
Benoit Saint Denis,13,1,0,180.34,70.31,5.53,52,5.2,44,4.55,36,66,1.4
Besam Yousef,7,4,0,180.34,77.11,3.14,53,3.98,38,1.33,66,50,0
Blagoy Ivanov,19,6,0,180.34,113.4,3.25,40,4.2,53,0.69,40,61,0.1
Blood Diamond,3,3,0,180.34,77.11,3.12,55,2.17,48,0,0,73,0
Bojan Mihajlovic,10,6,0,180.34,92.99,1.23,35,5.95,47,0,0,33,0
Brad Gumm,10,6,1,180.34,77.11,0,0,0,0,0,0,0,0
Brad Mitchell,4,2,0,180.34,65.77,1.15,33,4.2,52,0,0,100,1.9
Brandon Foxworth,18,4,0,180.34,65.77,1.33,32,4.59,50,0,0,0,0
Brandon Melendez,25,25,0,180.34,70.31,0.84,26,0.56,63,0,0,25,0
Brandon Sene,2,2,0,180.34,92.99,0,0,0,0,0,0,0,0
Braxton Smith,5,2,0,180.34,116.57,6.46,48,11.54,32,0,0,100,0
Brian Cobb,20,9,0,180.34,70.31,0,0,3.68,55,5.81,50,0,0
Brian Rogers,14,9,0,180.34,83.91,4.79,38,5.76,58,1.22,50,100,0.6
Brock Jardine,12,6,0,180.34,77.11,1.06,30,3.34,56,0,0,14,0.8
Brock Larson,42,10,0,180.34,77.11,1.39,46,1.5,55,2.67,34,43,2
Bryson Kamaka,12,20,1,180.34,77.11,9.47,60,12.63,0,0,0,100,0
Cal Worsham,13,10,0,180.34,104.33,0,0,0,0,0,0,0,0
Calvin Kattar,23,7,0,180.34,65.77,5.12,39,7.1,54,0.42,29,91,0.1
Cameron Church,4,1,0,180.34,70.31,4,40,4.93,50,0,0,60,1
Cameron Dollar,11,5,0,180.34,70.31,5.04,38,2.94,61,0,0,0,0
Carl Malenko,6,4,0,180.34,90.72,0,0,0,0,0,0,0,0
Carlo Pedersoli Jr.,11,3,0,180.34,77.11,4.17,37,4.12,61,2.91,44,0,0
Carlo Prater,31,18,1,180.34,70.31,2.03,47,4.07,35,0.43,9,57,1.7
Cesar Arzamendia,8,3,0,180.34,70.31,5.37,45,5.2,56,7.32,75,0,2.4
Chad Reiner,33,18,0,180.34,77.11,0.53,20,1.97,46,0.99,33,25,2
Chalid Arrab,7,3,0,180.34,92.99,1.56,34,1.63,56,3.05,75,37,1
Charlie Ward,3,3,0,180.34,77.11,1.64,19,7.21,53,0,0,0,0
Chas Skelly,19,3,0,180.34,65.77,2.01,40,3.21,49,1.74,34,39,2.3
Chris Haseman,20,17,0,180.34,92.99,0.93,70,4.67,28,0,0,40,2
Chris Holdsworth,6,0,0,180.34,61.23,1.85,29,1.94,58,3.38,62,100,2
Chris Leben,22,11,0,180.34,83.91,2.87,42,2.87,52,1.14,41,53,0.8
Chris Lytle,31,18,5,180.34,77.11,3.76,45,3.03,58,0.7,55,55,2.4
Chris Sanford,5,1,0,180.34,83.91,0.23,50,3.22,17,0,0,0,3.5
Chris Solomon,0,0,0,180.34,70.31,0,0,2.8,37,0,0,33,0
Christian Uflacker,5,0,0,180.34,77.11,0,0,0,0,0,0,0,0
Claude Patrick,14,2,0,180.34,77.11,1.8,55,0.89,69,2.32,53,84,1.7
Claudio Silva,14,4,0,180.34,77.11,2.48,42,3,46,2.85,26,44,1.1
Clay Collard,14,7,0,180.34,65.77,4.22,32,5,50,2.81,39,71,0.5
Colby Covington,17,3,0,180.34,77.11,4.1,39,3.05,55,4.05,45,72,0.2
Cole Smith,7,2,0,180.34,61.23,1.78,35,1.96,49,1.67,33,45,1.7
Constantinos Philippou,13,5,0,180.34,83.91,2.19,35,2.73,54,0.4,42,65,0.3
Cory Sandhagen,17,4,0,180.34,61.23,5.33,44,3.4,58,1.36,33,64,0.3
Court McGee,22,12,0,180.34,77.11,4.63,37,3.68,60,1.89,25,69,0.4
Cyrillo Padilha,3,3,0,180.34,70.31,0,0,0,0,0,0,0,0
Dae Won Kim,11,7,0,180.34,81.65,1.75,32,2.51,36,3.43,42,0,0
Daichi Abe,6,2,0,180.34,77.11,3.8,33,4.49,56,0.33,50,0,0
Damien Trites,7,6,0,180.34,74.84,0,0,0,0,0,0,0,0
Damon Jackson,22,6,1,180.34,65.77,3.02,40,3.46,50,2.44,34,40,1.6
Dan Henderson,32,15,0,180.34,83.91,2.44,47,2.7,51,1.52,52,57,0.3
Daniel Cormier,22,3,0,180.34,106.59,4.25,52,2.92,54,1.83,44,80,0.4
Danny Abbadi,4,6,0,180.34,70.31,3.29,38,4.41,57,0,0,77,0
Danny Silva,8,1,0,180.34,65.77,13.6,64,13.13,59,2,66,100,0
Danyelle Wolf,1,1,0,180.34,65.77,2.37,25,4.57,47,0,0,77,0.5
Darian Weeks,5,3,0,180.34,77.11,4.49,51,4.56,51,2,30,100,0
Dave Galera,5,1,0,180.34,61.23,1.67,69,0.53,33,0,0,14,2
Dave Rickels,18,4,0,180.34,70.31,4.29,59,5.53,42,0,0,25,0
David Douglas,9,7,0,180.34,70.31,0,0,0,0,0,0,0,0
David Gardner,18,21,0,180.34,70.31,0.17,100,0.34,0,0,0,66,0
David Heath,18,7,0,180.34,92.99,1.48,30,5.16,49,0.33,50,57,1
David Onama,11,2,0,180.34,65.77,5.38,46,5.48,51,0.87,18,45,0.3
Delson Heleno,29,10,0,180.34,83.91,0.69,75,4.83,19,0,0,0,0
Demetrius Gioulacos,0,1,0,180.34,83.91,0,0,0,0,0,0,0,0
Denis Kang,35,16,2,180.34,83.91,2.27,35,1.65,67,2.51,65,38,1.2
Diego Lopes,23,6,0,180.34,65.77,2.47,53,4.91,37,0,0,42,5.3
Dominic Brown,16,23,0,180.34,86.18,0,0,0,0,0,0,0,0
Dong Hyun Ma,16,11,3,180.34,70.31,2.84,41,4.1,54,1.27,53,33,0
Donnie Chappell,0,1,0,180.34,80.74,0,0,0,0,0,0,0,0
Dustin West,6,6,0,180.34,77.11,0,0,0,0,0,0,0,0
Edson Barboza,24,11,0,180.34,65.77,4.18,45,4.34,57,0.48,50,75,0.1
Eduardo Pamplona,16,4,0,180.34,77.11,0,0,0,0,0,0,0,0
Eldo Xavier Dias,0,1,0,180.34,81.65,0,0,0,0,0,0,0,0
Elias Silverio,13,3,0,180.34,70.31,3.67,49,2.97,51,1.62,38,85,0.2
Elizeu Zaleski dos Santos,24,7,1,180.34,77.11,4.52,42,3.33,57,0.43,13,68,0.4
Emil Meek,9,5,1,180.34,77.11,2.52,39,2.53,38,0.25,33,47,1
Eric Esch,15,10,1,180.34,158.76,3.07,71,1.74,43,0,0,0,2
Eric Schambari,15,6,0,180.34,83.91,1.43,42,1.07,54,3,42,0,1
Erick Gonzalez,14,8,0,180.34,70.31,2.4,36,8.08,40,6,55,50,0
Ernie Verdicia,0,1,0,180.34,90.26,0,0,0,0,0,0,0,0
Fabio Silva,1,8,0,180.34,92.99,0.09,11,5.9,38,0,0,0,0
Flavio Luiz Moura,19,7,0,180.34,83.01,0.67,16,0,0,0,0,0,0
Frank Lester,11,6,0,180.34,77.11,2.18,36,3.82,53,0,0,0,0
Frankie Perez,10,4,0,180.34,70.31,1.64,41,2.17,54,1.75,41,50,0.3
Gabriel Miranda,17,6,0,180.34,65.77,3.52,51,6.88,39,4.8,40,0,2.4
Gadzhimurad Antigulov,20,8,0,180.34,92.99,2.08,55,4.21,40,5.08,36,0,1.4
Galore Bofando,5,3,0,180.34,77.11,3.63,45,3.63,54,2.37,100,50,0
Gary Padilla,12,6,0,180.34,92.99,2.2,27,2,76,0,0,50,0
Gasan Umalatov,17,4,2,180.34,77.11,2.23,39,4.1,59,0.75,17,90,0
Geoff Neal,15,5,0,180.34,77.11,5.22,50,5.6,58,0.51,44,87,0.1
Georges St-Pierre,26,2,0,180.34,83.91,3.78,53,1.4,72,4.16,74,83,1.1
Gerald Harris,23,5,0,180.34,83.91,1.41,29,1.58,62,2.96,54,72,0
Greg Soto,9,4,0,180.34,77.11,3.21,63,2.61,52,1.49,27,44,1
Gunnar Nelson,19,5,1,180.34,77.11,1.84,61,3,49,1.9,59,66,1
Guram Kutateladze,12,4,0,180.34,70.31,4.62,45,4.53,56,0.69,18,75,0
Han Ten Yun,0,1,0,180.34,99.79,0,0,0,0,0,0,0,0
Hatsu Hioki,29,10,2,180.34,65.77,2.42,42,2.12,65,2.55,56,54,0.6
Hector Aldana,4,3,0,180.34,77.11,3.59,38,5.08,59,0.93,100,0,0
Hector Urbina,17,10,1,180.34,77.11,0.97,38,2.44,39,0,0,38,3.8
Henrique Shiguemoto,13,4,1,180.34,83.91,3.6,33,6,16,0,0,50,0
Hidehiko Yoshida,6,8,1,180.34,102.06,1.05,36,1.89,62,1.09,33,71,2.2
Hiroko Yamanaka,13,3,0,180.34,61.23,2.1,26,3.54,63,0,0,100,0
Hirotaka Yokoi,11,5,0,180.34,92.99,1.52,33,3.42,38,1.87,41,66,0.4
Ho Bae Myeon,13,5,1,180.34,76.2,3.16,16,3.16,83,0,0,0,0
Humberto Bandenay,14,7,0,180.34,65.77,2.22,41,4.79,41,2.9,46,62,0.5
Ian Freeman,20,7,1,180.34,102.06,2.54,48,3.11,44,1.44,40,80,0.7
Ian Heinisch,14,5,0,180.34,83.91,3.25,50,2.98,59,1.02,17,59,0.7
Igor Gracie,5,4,0,180.34,77.11,1.86,60,0.99,50,3.72,50,0,3.7
Impa Kasanganay,9,2,0,180.34,77.11,4.96,48,3.66,58,1.75,58,66,0.2
Jack Della Maddalena,16,2,0,180.34,77.11,7.2,53,4.83,67,0.27,20,82,0.3
Jack Morrison,0,3,0,180.34,92.99,0,0,19.31,40,0,0,0,0
Jacob Rosales,13,7,0,180.34,70.31,7.19,46,10.66,44,1.12,18,50,0.6
Jake Lindsey,12,7,0,180.34,70.31,3.44,52,4.01,46,0.65,33,50,0
Jake Matthews,19,7,0,180.34,77.11,3.3,45,2.56,60,1.59,40,62,0.6
James Giboo,13,5,0,180.34,77.11,1.2,27,7.08,39,0,0,0,0
James Lee,15,3,0,180.34,92.99,1.4,42,3.72,27,13.95,50,0,7
Jared Cannonier,17,6,0,180.34,83.91,4.68,52,4.13,59,0.44,42,63,0
Jarno Errens,13,5,1,180.34,65.77,1.67,38,2.93,52,0,0,33,0.5
Jason Brilz,22,6,1,180.34,92.99,2.66,40,1.78,65,2.37,25,25,1.3
Jason DeLucia,33,21,1,180.34,86.18,0,0,0,0,0,0,0,0
Jason Saggo,12,4,0,180.34,70.31,2.5,39,2.94,52,2.33,40,23,0
Jeremy Kennedy,11,1,0,180.34,65.77,2.22,46,2.58,47,5.73,52,66,0
Jeremy Lang,21,2,0,180.34,92.99,1.13,50,1.41,42,4.22,60,0,4.2
Jeremy Malaterre,4,2,0,180.34,70.31,0,0,0,0,0,0,0,0
Jerry Bohlander,11,4,0,180.34,90.26,0,0,0,0,0,0,0,0
Jessamyn Duke,3,5,0,180.34,61.23,4.83,53,4.43,57,1.27,36,50,1.9
JJ Okanovich,7,1,0,180.34,70.31,6.93,55,5.27,50,0,0,100,0
Joao Zeferino,21,9,0,180.34,77.11,0.83,36,2.6,48,0.5,5,50,1
Joe Lowry,9,2,0,180.34,70.31,3.97,34,4.25,63,0,0,0,0
Joe Moreira,2,2,0,180.34,88.45,0,0,0,0,0,0,0,0
Joel Sutton,2,4,1,180.34,92.99,0,0,0,0,0,0,0,0
Joey Gilbert,2,3,0,180.34,70.31,0.61,42,4.44,31,0,0,0,0
John Cholish,8,3,0,180.34,70.31,2.65,49,2.29,73,1.82,31,78,0.4
John Doyle,11,22,0,180.34,92.99,3.5,44,10.51,27,0,0,0,0
John Kolosci,15,9,0,180.34,83.91,0.21,20,0.85,50,0,0,0,0
John Lober,5,9,4,180.34,90.26,0,0,0,0,0,0,0,0
John Phillips,22,11,0,180.34,83.91,1.72,34,4.03,49,0,0,7,0
Johnny Cisneros,9,6,0,180.34,77.11,0,0,0,0,0,0,0,0
Jon Tuck,10,5,0,180.34,70.31,3,40,3.74,60,0.42,33,50,1
Jonas Bilharinho,9,1,1,180.34,65.77,3.71,60,3.36,57,0,0,100,0
Jonatas Novaes,13,5,0,180.34,77.11,0,0,0,0,0,0,0,0
Jonny Goh,3,4,0,180.34,70.31,0,0,0,0,0,0,0,0
Jorge Masvidal,35,17,0,180.34,77.11,4.05,47,3.05,64,1.38,59,72,0.3
Jose Landi-Jons,29,16,0,180.34,77.11,0.99,40,0.77,43,2.2,80,40,2.2
Joseph Gigliotti,7,2,0,180.34,83.91,1.04,39,2.92,45,1.56,100,50,0.8
Josh Grispi,14,5,0,180.34,65.77,1.44,41,3.71,50,1.97,36,16,2.2
Josh Janousek,8,1,0,180.34,83.91,0,0,0,0,0,0,0,0
Josh Neer,36,16,1,180.34,77.11,3.29,46,3.63,58,1.09,34,46,1.3
Justin Davis,13,16,0,180.34,92.99,0,0,0,0,0,0,0,0
Justin Gaethje,25,4,0,180.34,70.31,7.35,60,7.5,53,0.13,25,75,0
Justin Hawes,6,9,0,180.34,92.99,0,0,3.41,37,0,0,0,0
Justin Jones,9,2,0,180.34,83.91,1.7,36,3.17,45,1,15,46,0.5
Justin Levens,10,7,0,180.34,83.91,1.24,47,3.15,37,1.69,50,33,5.1
Kaik Brito,16,5,0,180.34,77.11,2.8,38,3.87,55,0,0,55,2
Kajan Johnson,23,13,1,180.34,70.31,2.47,42,1.59,64,1.54,37,62,0.2
Karl Amoussou,27,7,2,180.34,83.91,1.47,34,2.67,54,0,0,25,1
Kazuhiro Nakamura,21,13,0,180.34,92.99,1.56,37,1.83,59,1.73,36,42,0.6
Kazuki Okubo,7,9,0,180.34,79.38,1.53,38,1.97,46,0.51,25,36,2
Kazuki Tokudome,18,7,1,180.34,70.31,2.26,41,3.63,53,2,38,78,0
Kazuma Maruyama,11,7,0,180.34,70.31,3.83,41,2.23,53,4.79,33,100,0
Keiichiro Yamamiya,45,35,10,180.34,83.91,0,0,0,0,0,0,0,0
Keita Nakamura,34,10,2,180.34,77.11,2.23,36,3.2,58,1.65,48,63,0.3
Keith Hackney,2,2,0,180.34,90.72,0,0,0,0,0,0,0,0
Kenny Giddens,12,7,0,180.34,70.31,0,0,0,0,0,0,0,0
Kevin Casey,9,5,2,180.34,83.91,2.27,53,3.76,46,0.79,22,27,0.4
Kevin Croom,21,15,0,180.34,61.23,2.65,34,3.1,41,0.48,5,30,0.5
Kevin Roddy,15,16,1,180.34,65.77,2.64,30,2.38,60,0,0,50,0
Khama Worthy,16,9,0,180.34,70.31,4.18,48,4.45,46,0,0,57,0.7
Kiefer Crosbie,10,4,0,180.34,77.11,8.1,66,6.02,50,0,0,0,0
Kiril Sidelnikov,11,4,0,180.34,104.33,2.87,28,4.48,61,0,0,0,0
Kiyoshi Tamura,32,13,3,180.34,83.91,2.44,53,1.44,60,0.58,60,45,0.2
Konstantin Erokhin,9,3,0,180.34,104.33,1.07,36,1.83,47,0,0,70,0
Kurt Holobaugh,21,7,0,180.34,70.31,4.89,44,4.44,48,0.87,36,50,1.1
Kyle Driscoll,12,3,0,180.34,65.77,2.73,32,2.6,58,2,18,0,0
Kyle Nelson,15,5,1,180.34,65.77,3.46,44,4.56,52,1.15,20,73,0.7
Lance Benoist,7,2,0,180.34,77.11,3.68,51,2.7,56,1.5,33,61,0
Larry Parker,13,6,1,180.34,92.99,0,0,0,0,0,0,0,0
Laverne Clark,27,21,1,180.34,77.11,0,0,0,0,0,0,0,0
Leo Sylvest,10,16,0,180.34,92.99,0,0,6.58,27,0,0,0,0
Loik Radzhabov,17,5,1,180.34,70.31,2.61,42,5.31,46,7.3,52,50,0
Lorenz Larkin,18,6,0,180.34,77.11,3.53,46,2.74,63,0.27,42,79,0.1
Louis Taylor,13,4,0,180.34,83.91,2.06,32,1.24,68,2.48,28,100,0
Lucas Alexander,8,4,0,180.34,65.77,5.23,55,1.83,71,0,0,57,0
Lucas Almeida,14,2,0,180.34,65.77,5.29,47,5.29,45,0,0,40,0
Luis Saldana,16,7,1,180.34,65.77,5.16,50,3.65,60,0.64,17,44,0.2
Luiz Dutra,13,6,1,180.34,77.11,3.92,50,4.8,41,0,0,100,0
Luke Jumeau,13,5,0,180.34,77.11,2.93,43,3.17,58,0.25,100,86,0
Luke Stewart,6,3,0,180.34,77.11,3.75,56,2.34,53,3.75,33,50,1.9
Macy Chiasson,9,3,0,180.34,61.23,3.64,44,2.61,46,2.17,34,64,0.3
Maiquel Falcao,37,10,0,180.34,83.91,1.67,55,0.53,86,1,100,71,3
Marco Polo Reyes,8,7,0,180.34,70.31,6,37,5.52,59,0,0,46,0
Marius Enache,3,3,0,180.34,70.31,1.71,34,0.66,84,3.94,100,0,3.9
Martin Sano,4,3,1,180.34,77.11,4,33,12,40,0,0,0,0
Mason Fowler,2,0,0,180.34,77.11,0,0,0,0,0,0,0,0
Matt Lee,14,10,1,180.34,70.31,0,0,9.68,21,0,0,0,0
Matt Veach,17,5,0,180.34,70.31,1.12,28,4.91,44,3.64,38,100,1.5
Mauricio Ruffy,9,1,0,180.34,77.11,4.75,58,4.07,58,0,0,100,0
Max Griffin,19,10,0,180.34,77.11,4.09,49,3.94,57,1.48,41,69,0.3
Max Holloway,25,7,0,180.34,65.77,7.17,47,4.75,59,0.27,53,84,0.3
Michael Byrnes,5,3,0,180.34,70.31,0,0,0,0,0,0,0,0
Michael Trizano,11,3,0,180.34,65.77,3.63,53,4.4,50,0.36,66,72,0.5
Micheal Gillmore,6,5,0,180.34,77.11,2.04,57,3.02,43,0,0,50,0
Mickael Lebout,16,7,1,180.34,70.31,2.6,34,2.98,54,0,0,60,0
Mike de la Torre,14,7,0,180.34,65.77,3.21,39,4.75,51,0.36,16,83,0
Mike Dolce,5,10,0,180.34,83.91,0,0,0,0,0,0,0,0
Mikey Gonzalez,7,2,0,180.34,70.31,0.91,16,14.55,11,0,0,0,0
Minoru Toyonaga,2,5,0,180.34,88.45,0,0,0,0,0,0,0,0
Mitch Ramirez,7,1,0,180.34,77.11,3.69,52,4.81,36,2.41,100,0,0
Motoki Miyazawa,7,3,0,180.34,76.2,1.23,28,3.91,61,0,0,0,0
Murad Chunkaiev,8,4,0,180.34,83.91,0.85,16,3.41,66,8.53,100,0,0
Murilo Rua,20,13,1,180.34,83.91,2.48,45,1.85,53,1.97,45,37,1.2
Muslim Salikhov,19,4,0,180.34,77.11,3.37,51,2.91,62,1.31,40,73,0
Nah-Shon Burrell,15,7,0,180.34,77.11,4.83,47,3.45,56,0,0,52,0.3
Nick Barnes,11,2,0,180.34,77.11,2.86,29,8.93,51,5.36,100,100,5.4
Nicolas Dalby,23,4,1,180.34,77.11,4.03,43,3.43,52,1.11,30,60,0.1
Norman Parke,23,6,1,180.34,70.31,3.06,35,2.88,64,1.98,26,77,0
Oluwale Bamgbose,6,4,0,180.34,83.91,2.45,48,2.7,55,0.94,33,37,0
Omar Morales,11,4,0,180.34,70.31,3.42,40,3.18,58,0.46,100,63,0
Onassis Parungao,2,1,0,180.34,90.72,0,0,0,0,0,0,0,0
Orion Cosce,8,2,0,180.34,77.11,2.77,53,4.02,44,1.92,40,61,0
Papy Abedi,10,4,0,180.34,83.91,2.8,55,3.15,48,3.47,57,50,1.3
Pat Barry,8,7,0,180.34,106.59,2.72,52,3.54,59,0,0,76,0.2
Patrick Cote,23,11,0,180.34,77.11,2.81,48,3.21,48,0.68,20,43,0.2
Patrick Walsh,10,3,0,180.34,83.91,2.03,19,2.83,64,3,54,100,1.5
Paul Felder,17,6,0,180.34,70.31,3.7,44,3.44,48,0.29,28,64,0.2
Paulo Thiago,18,9,0,180.34,77.11,1.71,39,1.99,63,1.42,31,63,1.2
Pete Sell,10,7,0,180.34,77.11,2.6,42,3.65,51,0.91,21,47,0.9
Peter Petties,5,3,0,180.34,65.77,2.61,29,8.24,48,0,0,0,0
Phil Cardella,8,5,0,180.34,70.31,2.47,50,2,57,0,0,11,2.5
Phillip Miller,16,0,0,180.34,83.91,1.61,54,1.93,50,3.62,25,100,0.6
