name,wins,losses,draws,height_cm,weight_kg,SigStrike/Min,SigStrikeAcc%,SigStrikeAbs/Min,SigStrikeDef%,AvgTd/15Min,TdAcc%,TdDef5,AvgSub/15Min
Preston Parsons,10,4,0,180.34,77.11,4.14,56,3.76,49,3.11,33,100,3.5
Punahele Soriano,9,4,0,180.34,83.91,3.96,45,4.55,48,0.79,40,33,0
Rafael  Del Real,6,20,0,180.34,102.06,5.58,40,0,0,20.93,100,100,0
Raheam Forest,7,2,0,180.34,77.11,5.32,38,12.15,42,0,0,0,0
Ramsey Nijem,9,6,0,180.34,70.31,3.05,44,1.62,62,5.32,62,55,1.1
Randall Wallace,15,6,0,180.34,83.91,1.13,38,4.11,45,2.13,50,0,0
Rashad Coulter,9,4,0,180.34,92.99,4.82,56,6.68,50,0,0,62,0
Raul Castillo,7,1,0,180.34,83.91,1.47,48,3.27,60,0,0,0,0
Ray Steinbeiss,14,7,0,180.34,77.11,0,0,0,100,0,0,0,0
Renato Moicano,17,5,1,180.34,70.31,4.75,47,4.07,60,1.66,46,74,0.7
Reza Madadi,14,6,0,180.34,70.31,2.51,46,3.31,66,3.17,33,89,0.5
Reza Nasri,0,1,0,180.34,92.99,0,0,0,0,0,0,0,0
Ricardo Abreu,5,1,0,180.34,83.91,3.79,31,3.98,68,2.13,42,100,0.7
Ricardo Arona,14,5,0,180.34,92.99,1.66,48,1.15,57,2.41,48,58,1.2
Roan Carneiro,21,11,0,180.34,77.11,1.46,46,1.82,62,3.05,42,83,1.4
Robbie Lawler,30,16,0,180.34,77.11,3.85,47,4.67,59,0.65,64,65,0
Robert Breslin,3,9,0,180.34,70.31,2.21,46,3.5,66,1.38,100,50,0
Rodrigo Gripp de Sousa,7,9,0,180.34,92.99,0.48,23,4.81,52,0,0,0,9.6
Rodrigo Lidio,12,3,0,180.34,70.31,0.97,50,0,100,0,0,50,0
Roger Hollett,13,5,0,180.34,92.99,1.83,47,6.47,34,1,28,30,0
Roger Zapata,4,2,0,180.34,77.11,2.6,51,2.13,36,0,0,81,1.4
Rolando Bedoya,14,3,0,180.34,77.11,8.7,55,6.83,52,0,0,0,0
Ronald Jhun,24,26,2,180.34,77.11,1.45,57,3.01,50,1.81,100,100,0
Rudy Bears,16,15,0,180.34,77.11,1.27,29,2.53,50,0,0,0,0
Ryan MacDonald,10,2,0,180.34,61.23,2.28,29,6.49,45,0,0,0,0
Ryan McGillivray,12,0,1,180.34,77.11,1.27,20,2.2,52,0,0,44,0
Ryo Kawamura,18,9,4,180.34,92.99,0.6,16,3.93,39,0,0,6,0
Ryuki Ueyama,12,18,5,180.34,81.65,0.13,21,1.4,46,0.5,100,0,1.5
Saad Awad,20,9,0,180.34,70.31,2.13,26,1.87,60,0.5,16,100,0.5
Sako Chivitchian,8,1,0,180.34,70.31,2.4,27,4.8,46,0,0,100,0
Salvador Woods,8,17,0,180.34,77.11,0,0,0,0,0,0,0,0
Sam Spengler,9,5,0,180.34,83.91,3.27,62,3.27,54,1.75,11,75,1.8
Satoshi Ishii,15,8,1,180.34,108.86,1.41,36,1.58,63,3.47,52,100,1.6
Scott Ferrozzo,4,2,0,180.34,146.51,0,0,0,0,0,0,0,0
Scott Ventimiglia,14,6,1,180.34,83.91,0,0,0,0,0,0,0,0
Sean O'Malley,17,1,0,180.34,61.23,7.25,61,3.51,61,0.43,42,62,0.4
Seichi Ikemoto,21,19,5,180.34,76.2,2.59,32,3.74,57,1.23,26,60,0
Serhiy Sidey,10,1,0,180.34,61.23,4.52,35,4.52,42,0,0,0,0
Shane Burgos,15,3,0,180.34,65.77,7.4,52,6.78,56,0.43,44,91,0.4
Sherrard Blackledge,5,1,0,180.34,70.31,3.7,49,3.13,55,4,33,42,0
Shinya Aoki,39,7,0,180.34,69.85,0.97,58,1.25,58,2.54,41,60,4
Shonte Barnes,6,2,1,180.34,83.91,2.32,38,1.55,67,0,0,60,0
Shungo Oyama,14,19,0,180.34,83.91,0.64,25,1.96,57,1.07,57,62,0.5
Siyar Bahadurzada,24,8,1,180.34,77.11,2.91,40,3.23,49,1.32,61,62,0.3
Soichi Nishida,5,10,1,180.34,145.15,0,0,0,0,0,0,0,0
Solomon Hutcherson,11,7,0,180.34,83.91,2.59,39,2.59,64,3.53,100,0,0
Spencer Hearns,1,0,0,180.34,83.91,0,0,0,0,0,0,0,0
Stanislav Nedkov,12,2,0,180.34,92.99,3.33,43,5.39,43,2.77,41,0,0
Stephen Regman,9,4,0,180.34,83.91,1.41,60,4.93,23,3.52,100,0,0
Steve Berger,21,23,2,180.34,77.11,1,27,3.26,36,0.84,40,16,1.7
Steve Bosse,12,2,0,180.34,92.99,5.99,52,5.38,50,0.92,33,100,0
Steve Judson,0,2,0,180.34,104.33,0,0,0,0,0,0,0,0
Steve Kennedy,24,8,0,180.34,77.11,2.28,35,5.52,45,2.51,33,0,0
Steve Lopez,13,6,1,180.34,70.31,1.39,24,2.69,62,0,0,37,0
Steve Mensing,9,13,2,180.34,83.91,0,0,9.51,42,0,0,0,0
Steve White,1,4,0,180.34,79.38,0,0,0,0,0,0,0,0
Steven Nguyen,9,1,0,180.34,65.77,8.29,43,7.49,63,0,0,83,0
Steven Siler,29,16,0,180.34,65.77,3.21,41,2.96,54,0.47,21,55,1.6
Sultan Aliev,15,3,0,180.34,77.11,1.41,45,2.2,56,1.76,38,100,0
Tai Bowden,1,1,0,180.34,104.33,0,0,0,0,0,0,0,0
Taiei Kin,6,3,0,180.34,83.91,2.71,60,1.33,52,0,0,55,0
Takashi Sugiura,1,3,0,180.34,102.06,1.37,40,2.08,53,1.33,66,0,0
Taylor Roberts,3,12,0,180.34,77.11,0,0,0,0,0,0,0,0
Tim Catalfo,4,2,0,180.34,106.59,0.39,100,0.77,33,0,0,0,0
Tim Kennedy,18,6,0,180.34,83.91,2.78,47,1.84,62,2.58,35,70,0.7
Tim Stout,12,10,0,180.34,83.91,0,0,0,0,0,0,0,0
TJ Waldburger,16,9,0,180.34,77.11,2.02,51,2.39,40,3.03,46,40,4.8
Todd Brown,16,4,0,180.34,92.99,2.15,45,3.85,48,0,0,50,0
Tom Egan,7,5,0,180.34,77.11,0,0,3.91,50,0,0,28,0
Tony Ferguson,26,9,0,180.34,70.31,4.98,45,4.26,56,0.42,35,66,0.9
Tony Petarra,2,3,1,180.34,88.9,0,0,0,0,0,0,0,0
Tony Sims,12,4,0,180.34,70.31,1.81,63,0.76,65,0.71,50,50,0.7
Travis Lutter,10,6,0,180.34,83.91,0.41,32,2.42,42,1.95,24,30,0.7
Trey Houston,11,4,0,180.34,83.91,0,0,0,0,0,0,0,0
Trey Ogden,16,6,0,180.34,70.31,3.64,47,4.02,58,1.29,16,100,0.8
Tsuyoshi Kohsaka,27,19,2,180.34,102.06,1.88,38,4.41,54,1.32,20,33,0.4
Viacheslav Borshchev,7,3,1,180.34,70.31,5.82,58,4.07,56,0,0,36,0
Vicente Luque,22,9,1,180.34,77.11,5.17,52,5.15,52,1.04,60,62,0.7
Victor Reyna,11,5,0,180.34,77.11,5.8,63,4.75,42,0,0,100,0
Vik Grujic,6,6,0,180.34,77.11,2.24,48,3.39,41,1.18,33,26,0.4
Vincent Eazelle,9,2,0,180.34,70.31,0,0,0,0,0,0,0,0
Viscardi Andrade,19,6,0,180.34,77.11,3.26,42,2.77,63,1.93,50,66,0.3
Walel Watson,14,10,0,180.34,61.23,2.1,29,3.79,43,0,0,61,1.4
Wanderlei Silva,35,13,1,180.34,92.99,2.79,40,2.19,60,0.97,53,62,0.6
War Machine,14,5,0,180.34,77.11,2.32,60,3.17,43,1.16,50,40,0
Warlley Alves,15,7,0,180.34,83.91,3.25,48,4.21,50,1.35,50,80,0.9
William Macario,9,3,0,180.34,77.11,4.92,54,3.96,65,1.85,45,78,0
Won Sik Park,11,7,1,180.34,69.85,2.6,43,2.2,47,0,0,0,0
WonBin Ki,17,9,0,180.34,70.31,5.47,47,3.24,55,0,0,0,0
Yair Rodriguez,16,4,0,180.34,65.77,4.63,46,4.07,51,0.73,28,59,0.7
Yan Cabral,13,3,0,180.34,70.31,2.02,47,1.98,62,2.89,35,37,1.2
Yan Pellerin,11,13,0,180.34,92.99,0.59,25,0.89,66,4.43,100,0,0
Yoislandy Izquierdo,10,4,0,180.34,70.31,2.93,52,1.4,26,0,0,50,0
Yoji Anjo,0,5,1,180.34,92.99,0,0,3.13,25,0,0,0,0
Yoshiki Takahashi,30,27,3,180.34,90.26,2.26,51,6.47,44,0,0,66,2.3
Yoshiyuki Yoshida,18,9,0,180.34,77.11,0.85,36,3.67,36,1.41,28,25,2.8
Yuhi Sano,0,4,0,180.34,110.22,0,0,0,0,0,0,0,0
Yuki Ishikawa,0,2,0,180.34,92.99,1.07,28,8.57,11,0,0,50,0
Yuki Kondo,60,33,9,180.34,83.01,1.14,42,2.57,51,0.76,41,37,0.5
Zak Ottow,17,7,0,180.34,77.11,2.63,36,2.73,58,0.97,29,57,0.4
Zhang Lipeng,23,9,1,180.34,70.31,1.28,48,1.88,53,1.75,30,69,0.8
Aalon Cruz,8,4,0,182.88,65.77,7.58,39,8.88,58,0,0,0,0
Aaron Simpson,12,5,0,182.88,77.11,3.6,52,2.53,56,3.78,34,83,0.5
Adam Khaliev,6,0,0,182.88,77.11,0,0,0,0,0,0,0,0
Alan Jouban,17,7,0,182.88,77.11,5.67,50,3.77,60,0.51,44,58,0.3
Alberto Mina,13,1,0,182.88,77.11,3.23,38,3.7,47,1.85,20,50,0
Alessio Di Chirico,13,7,0,182.88,83.91,3.32,39,3.44,61,1.46,39,83,0
Alessio Sakara,19,11,0,182.88,83.91,3.96,47,2.8,59,2.18,78,62,0
Alex White,13,6,0,182.88,70.31,3.76,42,3.07,60,0.92,28,71,0.5
Alexandru Lungu,14,4,0,182.88,174.63,3.61,66,7.22,40,0,0,0,0
Allan Goes,10,5,2,182.88,92.99,0.64,52,1.35,41,1.75,40,0,2.6
Alonzo Menifield,14,3,1,182.88,92.99,3.82,57,3.09,52,0.62,30,75,0.3
Alvaro Herrera Mendoza,9,6,0,182.88,70.31,1.89,38,3.4,55,0,0,33,1.1
Amilcar Alves,15,12,0,182.88,77.11,0.5,46,2.02,30,0,0,53,0
Amir Rahnavardi,11,10,0,182.88,92.99,0.67,25,0,100,0,0,50,0
Andre Amado,6,4,1,182.88,69.85,2.27,24,5.91,63,0,0,20,0
Andre Fialho,16,8,0,182.88,77.11,3.3,41,6.26,45,0.25,100,66,0
Andre Gusmao,6,3,0,182.88,92.99,2.79,43,3.28,60,0,0,60,0
Andre Petroski,10,3,0,182.88,83.91,3.61,51,3.03,51,4.48,54,71,2.5
Andre Santos,38,10,0,182.88,77.11,2.77,34,4.17,41,2.5,29,75,0
Andreas Michailidis,13,6,0,182.88,77.11,2.9,51,3.57,44,1.12,27,50,0
Andrei Semenov,34,9,2,182.88,83.91,0.78,15,2.44,60,1.74,80,55,0.4
Andrew Todhunter,8,0,0,182.88,83.91,0,0,0,0,0,0,0,0
Andrey Koreshkov,19,2,0,182.88,77.11,2.84,39,1.92,63,4.8,53,0,0
Andy Ologun,3,1,0,182.88,69.85,2.36,57,0.32,85,0.68,100,80,0
Andy Uhrich,11,6,0,182.88,77.11,0,0,0,0,0,0,0,0
Andy Waters,1,2,0,182.88,77.11,0,0,0,0,0,0,0,0
Anshul Jubli,7,1,0,182.88,70.31,6.48,46,5.61,51,0.82,18,63,0.4
Anthony Hernandez,11,2,0,182.88,83.91,4.33,62,3.36,46,6.79,57,63,2.9
Anthony Rocco Martin,17,6,0,182.88,77.11,2.68,37,2.59,58,0.71,27,68,1
Antony Rea,33,15,0,182.88,92.99,2.89,28,5.42,42,0,0,100,0
Anying Wang,2,1,0,182.88,77.11,1.32,26,1.63,44,0,0,33,0
Austin Arnett,16,6,0,182.88,65.77,4.52,41,6.38,62,0.44,18,57,0.2
Bartosz Fabinski,15,5,0,182.88,77.11,2.23,68,1.46,51,7.1,70,80,0
Ben Sosoli,7,3,0,182.88,120.2,2.31,31,4.3,47,0,0,0,0
Bill Algeo,18,7,0,182.88,65.77,6.11,52,4.41,47,0.89,46,56,0.1
Blair Tugman,10,6,0,182.88,61.23,2.25,53,0.93,50,7.5,60,0,0
Blas Avena,8,7,0,182.88,77.11,2.34,47,3.36,43,2.37,80,50,1.8
Bob Schrijber,20,17,1,182.88,108.86,0,0,0,0,0,0,0,0
Bobby Nash,8,4,0,182.88,77.11,3.42,37,3.95,51,2.37,33,100,1.6
Bobby Voelker,19,13,0,182.88,77.11,4.01,35,5.84,42,1.04,50,66,0
Bojan Velickovic,15,6,1,182.88,77.11,2.18,34,2.31,57,0.67,25,55,0.5
Brady Fink,2,3,0,182.88,83.01,1.69,41,1.69,61,3.63,25,0,3.6
Brandon Halsey,9,3,0,182.88,83.91,1.74,47,0.87,65,4.98,53,100,1.2
Brandon Jenkins,15,9,0,182.88,70.31,2.93,41,8.05,33,0,0,27,0
Brendan Seguin,23,19,1,182.88,83.91,2.6,45,0.6,84,5,62,100,0
Brett Cooper,23,12,0,182.88,77.11,0,0,0,0,0,0,0,0
Brian Ebersole,51,18,1,182.88,77.11,2.32,49,2.14,56,1.7,23,61,0.1
Brian Warren,18,17,1,182.88,83.91,1.16,21,4.63,57,0,0,0,0
Brok Weaver,15,6,0,182.88,70.31,4.78,64,4.35,46,0.41,10,66,0.4
Bruno Silva,23,10,0,182.88,83.91,4.43,51,5.33,43,1.09,27,73,0
Bryan Barberena,18,11,0,182.88,77.11,5.53,48,4.74,44,0.14,22,49,0.3
Bubba Bush,8,3,0,182.88,83.91,0.63,55,7.01,25,2.82,50,60,0
Caio Bittencourt,14,7,0,182.88,83.91,0.29,16,0.57,33,0,0,0,0
Callan Potter,18,9,0,182.88,77.11,3.18,50,4.72,58,3.29,66,100,0
Canaan Kawaihae,6,2,0,182.88,65.77,2.83,51,4.59,36,0,0,100,0
Carlos Felipe,11,2,0,182.88,111.13,4.88,45,5.6,50,0,0,72,0
Carlos Zevallos,3,4,0,182.88,92.99,4.36,65,2.28,68,0,0,100,0
Carlston Harris,19,5,0,182.88,77.11,2.93,49,2.44,53,2.05,29,55,0.8
Carmelo Marrero,16,6,0,182.88,92.99,0.84,34,2.04,54,3.21,36,36,0.9
Chad Leonhardt,9,4,0,182.88,77.11,0,0,0,0,0,0,0,0
Chad Vance,7,5,0,182.88,83.91,0,0,0,0,0,0,0,0
Charlie Campbell,8,2,0,182.88,70.31,11.03,54,5.42,60,0,0,100,0
Chel Erwin-Davis,5,1,0,182.88,77.11,4.06,54,1.13,61,4.25,100,50,1.4
Chris Condo,0,1,0,182.88,151.95,0,0,0,0,0,0,0,0
Chris Cope,8,4,0,182.88,77.11,3.96,26,4.82,50,0,0,80,0
Chris Guillen,13,16,0,182.88,108.86,0.82,27,1.91,36,0,0,0,0
Chris Hofmann,9,2,0,182.88,77.11,4.78,45,4.63,35,3.42,42,0,0
Christophe Leninger,3,4,0,182.88,90.72,0,0,0,0,0,0,0,0
CJ Keith,8,4,0,182.88,70.31,0.86,50,1.82,50,0,0,62,0
Clifford Starks,13,3,0,182.88,83.91,1.94,33,2.49,58,1.94,100,60,0
Cody Brundage,10,5,0,182.88,83.91,1.8,55,2.51,43,2.69,52,73,1.1
Cody McKenzie,16,10,0,182.88,70.31,1.74,34,2.5,67,2.5,25,14,2.5
Cole Williams,11,3,0,182.88,77.11,0.31,27,5.34,23,0,0,25,0
Colton Smith,7,4,0,182.88,70.31,1.64,41,2.3,51,4.09,36,25,1.4
Cory Walmsley,8,2,0,182.88,92.99,0.79,100,1.18,50,0,0,0,0
Crafton Wallace,18,6,1,182.88,83.91,1.55,44,2.36,47,0,0,42,0
Curt Warburton,13,6,0,182.88,70.31,2.13,42,3.44,43,2.35,50,83,0.9
Cyril Asker,9,4,0,182.88,112.04,3.35,39,5.82,35,4.41,62,100,0.9
Daiju Takase,12,15,2,182.88,77.11,0.49,30,1.64,47,0.84,17,21,1.2
Damir Mirenic,9,4,0,182.88,83.91,0.84,50,9.86,35,0,0,0,0
Damonte Robinson,6,1,1,182.88,70.31,0,0,0,0,0,0,0,0
Dan Hardy,25,10,0,182.88,77.11,2.46,35,3.44,51,0.73,35,35,0.4
Dan Hooker,23,12,0,182.88,70.31,5.08,48,4.76,51,0.79,34,80,0.4
Dan Moret,13,6,0,182.88,70.31,2.67,43,3.56,43,1.25,27,45,0.4
Daniel Allen,5,0,0,182.88,70.31,7.6,51,5.87,53,2,66,100,0
Daniel Kelly,13,4,0,182.88,83.91,3.62,38,4.64,61,1.86,34,78,0.3
Daniel Omielanczuk,19,8,1,182.88,112.04,3.09,57,3.29,47,0.56,26,68,0.1
Danilo Belluardo,12,5,0,182.88,70.31,1.52,61,4.79,41,3.5,100,50,0
Danilo Suzart,9,2,0,182.88,117.93,4.09,55,11.73,51,0,0,0,0
Danny Downes,8,3,0,182.88,70.31,1.66,34,3.53,37,0,0,37,0.5
Danny Henry,12,4,0,182.88,65.77,5.2,51,4.16,45,0.74,33,50,2.2
Darko Stosic,13,4,0,182.88,92.99,2.61,45,4.04,58,3.42,50,83,0
Darren Stewart,12,8,0,182.88,92.99,3.05,45,3.29,48,1.75,45,67,0.1
Darren Till,18,5,1,182.88,83.91,2.3,46,3.31,56,0.55,46,69,0
Dashawn Boatwright,3,1,0,182.88,92.99,0,0,52.5,12,0,0,0,0
Dave Martin,0,2,0,182.88,92.99,0,0,0,0,0,0,0,0
Dave Phillips,13,7,0,182.88,83.91,0,0,2,25,0,0,0,10
David Abbott,10,15,0,182.88,120.2,1.35,30,3.55,38,1.07,33,66,0
David Hood,1,3,0,182.88,90.72,0,0,0,0,0,0,0,0
David Loiseau,23,11,0,182.88,83.91,1.59,44,3.64,43,0.43,42,36,0.1
David Mitchell,22,7,0,182.88,77.11,1.74,32,2.06,55,0.66,50,29,2
David Zawada,17,7,0,182.88,77.11,3.84,41,4.54,55,0.97,33,57,1.7
Denis Stojnic,13,3,0,182.88,111.13,1.51,23,6.06,36,0,0,80,1
Dennis Bryant,5,2,0,182.88,92.99,10.56,59,10.56,13,0,0,0,0
Dennis Olson,14,11,0,182.88,77.11,1.02,42,5.27,38,2.77,40,0,0
Derek Anderson,14,3,0,182.88,70.31,3.97,37,3.08,61,0.34,14,60,0
Derek Getzel,8,5,0,182.88,70.31,0,0,0,0,0,0,0,0
Devin Clark,14,8,0,182.88,92.99,2.99,55,2.95,43,2.35,33,60,0.1
Devin Powell,9,4,0,182.88,70.31,2.88,41,3.67,51,0,0,0,0.6
Dillon Smith,0,0,0,182.88,77.11,0,0,0,0,0,0,0,0
Domingo Pilarte,8,3,0,182.88,61.23,1.31,47,2.96,40,1.2,42,54,0.8
Don Madge,9,3,1,182.88,70.31,2.08,52,0.74,67,2.22,25,80,0.7
Dong Sik Yoon,9,9,0,182.88,83.91,0.99,36,2.33,51,1.6,29,33,1.3
Drew McFedries,12,7,0,182.88,83.91,5.13,51,4.56,52,1.42,100,56,0.7
Dustin Stoltzfus,15,5,0,182.88,83.91,3.49,44,3.29,48,2.4,40,46,0.7
Dylan Budka,7,2,0,182.88,83.91,1.47,66,0.73,52,2,28,100,1
Ebenezer Fontes Braga,13,7,2,182.88,90.26,2.42,50,0.42,71,0,0,90,0.6
Eddie Gordon,8,4,0,182.88,83.91,2.03,32,2.57,60,1.93,83,63,0
Edilberto de Oliveira,29,15,2,182.88,77.11,4.12,32,6.79,61,0,0,0,0
Edimilson Souza,15,5,0,182.88,65.77,4.65,44,2.91,58,0,0,50,0
Egidijus Valavicius,29,12,0,182.88,90.72,0,0,0,0,0,0,0,0
Elvis Mutapcic,15,6,1,182.88,83.91,3.41,40,4.27,38,0,0,81,0
Eric Lawson,9,5,0,182.88,83.91,1.58,57,1.97,44,8.88,42,0,3
Eric Wray,5,1,0,182.88,77.11,1.76,48,3.12,28,4.07,66,0,2
Erick Montano,7,5,0,182.88,77.11,2.79,44,2.06,64,2.29,36,66,0
Erick Silva,19,9,0,182.88,77.11,2.5,48,4.18,49,0.85,35,56,1.4
Erik Apple,10,3,0,182.88,77.11,0,0,0.54,81,0,0,0,8.1
Evan Tanner,32,8,0,182.88,83.91,3.05,59,2.64,56,2.55,43,25,1.3
Fabio Aguiar,17,1,0,182.88,83.91,0,0,0,0,0,0,0,0
Fabio Gurgel,3,2,0,182.88,92.99,0,0,0,0,0,0,0,0
Fedor Emelianenko,36,5,0,182.88,104.33,3.18,51,1,63,2,63,82,1.9
Felipe Silva,8,2,0,182.88,70.31,5.4,50,1.8,59,1,100,71,0
Felix Klinkhammer,7,0,0,182.88,77.11,0,0,0,0,0,0,0,0
Floyd Sword,12,3,0,182.88,83.91,0.78,42,1.57,40,0,0,33,0
Francisco France,13,5,1,182.88,92.99,0.54,33,3.51,27,0,0,0,6.1
Fred Ettish,1,1,0,182.88,81.65,0,0,0,0,0,0,0,0
Frederick Brown,3,2,0,182.88,106.59,0,0,0,0,0,0,0,0
Garett Whiteley,7,3,0,182.88,70.31,3.72,48,4.04,46,0,0,27,0.9
Gary Frazier,3,3,0,182.88,111.13,1.5,39,2.77,46,0,0,100,0
Gaston Reyno,6,2,0,182.88,65.77,7.79,62,3.9,44,0,0,0,11.7
George Sullivan,17,7,0,182.88,77.11,3.53,39,2.42,57,1.37,20,38,0.7
Giga Chikadze,15,3,0,182.88,65.77,4.08,43,3.44,62,0.23,33,69,0.2
Glaico Franca Moreira,15,5,0,182.88,70.31,2.35,42,3.46,47,2.68,42,76,0.3
Gokhan Saki,1,2,0,182.88,92.99,7.09,58,4.57,53,0,0,100,0
Greg Rebello,24,8,0,182.88,108.86,2.61,39,2.92,58,0,0,0,0
Guilherme Vasconcelos,9,4,0,182.88,83.91,3.27,29,4.4,70,0,0,0,0
Hans Nijman,9,7,0,182.88,113.4,0,0,0,0,0,0,0,0
Harvey Park,12,3,0,182.88,70.31,3.77,50,7.21,33,0,0,0,0
Hector Ramirez,10,6,1,182.88,92.99,2.27,41,4.6,56,2.3,55,66,0.5
Herman Renting,1,3,0,182.88,97.52,0,0,0,0,0,0,0,0
Hernani Perpetuo,18,5,0,182.88,77.11,2.73,29,4.37,55,0,0,37,0.5
Hidetaka Monma,18,11,4,182.88,76.2,1.67,25,9.76,34,0,0,0,0
Hisaki Kato,8,2,0,182.88,83.91,2.8,48,1.72,68,1.62,100,0,0
Houston Alexander,17,15,1,182.88,92.99,3.06,54,3.2,52,1.19,57,33,0
Hugh Pulley,6,3,0,182.88,70.31,4.47,63,3.27,57,4,66,69,0
Hugo Duarte,6,3,0,182.88,108.86,0,0,0,0,0,0,0,0
Ian Rammel,7,8,0,182.88,83.91,0,0,0,0,0,0,0,0
Ibragim Magomedov,22,8,1,182.88,113.4,0.26,4,3.86,42,0,0,0,0
Idris Wasi,2,14,0,182.88,84.37,0.4,31,3.53,46,0,0,20,0
Igor Borisov,1,1,0,182.88,106.59,0,0,0,0,0,0,0,0
Igor Pokrajac,28,13,0,182.88,92.99,2.25,45,4.26,40,0.87,29,51,0.2
Ikram Aliskerov,15,1,0,182.88,83.91,8.24,65,7.15,36,2.33,33,0,2.3
Ivan Salaverry,14,9,0,182.88,83.91,3.01,47,1.19,76,0.49,18,36,2.5
Ivan Serati,12,4,0,182.88,92.99,0.86,26,5.33,29,0,0,0,0
Ivan Shtyrkov,15,0,1,182.88,92.99,0,0,0,0,0,0,0,0
Jack Marshman,23,10,0,182.88,83.91,2.74,25,4.19,56,0,0,20,0
Jake Hecht,11,4,0,182.88,77.11,3.26,47,2.76,56,2.04,37,40,0
Jake Shields,31,9,1,182.88,77.11,2.45,36,1.8,56,2.83,29,35,1.2
Jamelle Jones,7,5,0,182.88,92.99,1.78,80,3.11,65,0,0,0,0
James Llontop,14,2,0,182.88,70.31,4.93,54,1.93,74,0,0,71,0
Jamie Mullarkey,17,6,0,182.88,70.31,4.46,47,4.41,54,2.46,34,76,0.1
Jared Gooden,23,9,0,182.88,77.11,5.08,49,6.68,48,0.67,100,65,0.2
Jason Day,19,12,0,182.88,83.91,3.61,54,3.46,47,1.13,100,0,0
Jason Gilliam,14,9,0,182.88,77.11,0.79,33,3.14,42,0,0,0,0
Jason Glaza,3,2,0,182.88,104.33,4.34,54,0.43,40,4.34,100,0,4.3
Jason Novelli,11,3,1,182.88,70.31,1.73,24,3.55,66,0.7,33,100,0
Jason Suttie,0,1,0,182.88,95.25,2.07,83,4.97,36,0,0,0,0
Jason Von Flue,14,12,1,182.88,77.11,1.89,36,3.23,52,0.62,16,58,1.5
Jay Hieron,23,7,0,182.88,77.11,1.66,32,1.89,61,4.05,60,66,1
Jean Francois Lenogue,16,17,3,182.88,83.91,1.13,34,0.27,60,0,0,33,0
Jeff Joslin,5,3,0,182.88,77.11,2.17,39,1.57,65,0.5,33,64,0.5
Jeremiah Riggs,7,8,0,182.88,83.91,0,0,0,0,0,0,0,0
Jeremie Holloway,8,3,0,182.88,77.11,0.81,50,0.51,79,0,0,0,0
Jeremy Kimball,15,8,0,182.88,92.99,2.81,46,3.84,49,1.41,20,50,0
Jerron Peoples,4,3,0,182.88,77.11,0,0,0,0,0,0,0,0
Jesse Bongfeldt,16,5,1,182.88,83.91,2.91,62,1.01,50,1.51,33,33,0
Jesse Finney,5,1,0,182.88,77.11,0,0,0,0,0,0,0,0
Jesse Sanders,23,7,0,182.88,77.11,0,0,6.45,35,0,0,50,0
Jesse Taylor,31,15,0,182.88,77.11,1.94,65,0.55,38,7.28,50,100,3.1
Jessin Ayari,16,6,0,182.88,70.31,3.53,37,3.59,58,0,0,50,0.3
Jimmy Lawson,4,2,0,182.88,120.2,0.07,8,1.6,44,0,0,0,0
Jimmy Quinlan,3,1,1,182.88,83.91,2.08,70,5.94,16,4.46,25,0,0
Joe Doerksen,51,16,0,182.88,83.91,1.43,42,2.79,50,2.02,33,33,2.3
Joe Giannetti,6,1,0,182.88,70.31,1.93,38,2.8,40,1,16,0,0
Joe Merritt,7,2,0,182.88,77.11,1.53,58,0.73,66,0,0,68,0
Joe Riggs,44,17,0,182.88,83.91,2.41,51,1.69,57,2.45,55,62,0.6
Joe Slick,16,5,3,182.88,90.26,0,0,0,0,0,0,0,0
Joe Vedepo,18,9,0,182.88,83.91,1.43,42,5.71,38,1.07,20,0,0
Joey Villasenor,29,10,0,182.88,83.91,2.05,38,3.26,52,0.71,40,53,1.1
John Dixson,15,22,0,182.88,124.74,0,0,0,0,0,0,0,0
John Lewis,3,4,3,182.88,70.31,0,0,4,66,0,0,0,0
John Marsh,8,7,0,182.88,120.2,0.83,42,2.23,40,0.43,100,54,0.4
John Renken,18,28,4,182.88,86.18,0,0,0,0,0,0,0,0
Johnny Rees,13,5,0,182.88,77.11,3.29,64,0.84,47,1.15,25,50,0
Johnny Rhodes,2,1,0,182.88,95.25,0,0,0,0,0,0,0,0
Jon Fitch,30,7,1,182.88,77.11,2.61,50,1.65,54,3.6,51,56,0.8
Jon Madsen,8,2,0,182.88,108.86,2.46,41,1.18,81,1.32,71,70,0
Jonathan  Mix,7,4,0,182.88,76.2,0,0,0,0,0,0,0,0
Jonathan Brookins,16,10,0,182.88,65.77,2.69,39,3.63,56,1.94,17,80,0.3
Jonathan Goulet,23,12,0,182.88,77.11,1.61,41,2.01,46,4.17,70,45,0.6
Jonathan Pearce,14,5,0,182.88,65.77,5.6,56,3.35,55,5.29,53,56,0.8
Jordan Mein,31,12,0,182.88,77.11,3.35,44,2.55,69,1.56,58,66,0.2
Jorge Ortiz,18,9,1,182.88,83.91,3.53,58,2.8,73,0,0,0,0
Jose Johnson,16,8,0,182.88,61.23,2.8,60,1.73,55,0.62,50,36,0.6
Jose Medina,11,3,0,182.88,92.99,1.6,26,4.87,53,0,0,14,0
Josh Neal,5,11,0,182.88,83.91,0,0,0,0,0,0,0,0
